Most common words,JE relative frequency,WH relative frequency,Relative frequency difference
dear,0.00032324583402998386,0.0004975566414926699,0.00017431080746268602
round,0.0012929833361199354,0.0011195024433585073,0.0001734808927614281
pushing,2.2292816139998884e-05,0.00019546868058640605,0.00017317586444640716
several,0.00011146408069999443,0.00028431808085295425,0.00017285400015295982
beside,0.00011146408069999443,0.00028431808085295425,0.00017285400015295982
ere,0.00045700273086997714,0.00028431808085295425,0.0001726846500170229
forth,0.00020063534525998996,0.00037316748111950246,0.0001725321358595125
seeing,0.00020063534525998996,0.00037316748111950246,0.0001725321358595125
black,0.0009362982778799532,0.0007641048422923145,0.00017219343558763872
send,0.00037897787437998103,0.0005508662816525988,0.0001718884072726178
turn,0.0006464916680599677,0.0008174144824522434,0.00017092281439227573
escape,7.80248564899961e-05,0.00024877832074633494,0.00017075346425633883
fiend,7.80248564899961e-05,0.00024877832074633494,0.00017075346425633883
gone,0.0007356629326199632,0.0009062638827187917,0.00017060095009882841
harm,4.458563227999777e-05,0.00021323856063971568,0.00016865292835971791
patience,4.458563227999777e-05,0.00021323856063971568,0.00016865292835971791
talk,0.0007022237084099649,0.0008707241226121724,0.0001685004142022075
small,0.0005238811792899738,0.00035539760106619283,0.000168483578223781
yard,0.0001337568968399933,0.0003020879609062639,0.00016833106406627057
apparently,0.0001337568968399933,0.0003020879609062639,0.00016833106406627057
sense,0.0006464916680599677,0.0004797867614393603,0.0001667049066206074
old,0.0013264225603299338,0.0014926699244780098,0.00016624736414807607
reach,0.00018948893718999052,0.00035539760106619283,0.00016590866387620231
yesterday,0.00018948893718999052,0.00035539760106619283,0.00016590866387620231
health,0.00018948893718999052,0.00035539760106619283,0.00016590866387620231
watched,0.00037897787437998103,0.00021323856063971568,0.00016573931374026536
prevent,6.687844841999666e-05,0.00023100844069302533,0.00016412999227302866
pass,0.0005015883631499749,0.00033762772101288314,0.00016396064213709176
allow,0.0001560497129799922,0.0003198578409595735,0.00016380812797958132
darling,0.0001560497129799922,0.0003198578409595735,0.00016380812797958132
ten,0.0004124170985899794,0.00024877832074633494,0.00016363877784364444
watching,0.00012261048876999387,0.00028431808085295425,0.00016170759208296038
breakfast,0.00044585632279997773,0.00028431808085295425,0.00016153824194702348
entrance,0.00021178175332998942,0.00037316748111950246,0.00016138572778951304
enter,0.00021178175332998942,0.00037316748111950246,0.00016138572778951304
uncle,0.000300953017889985,0.00046201688138605067,0.0001610638634960657
account,0.000300953017889985,0.00046201688138605067,0.0001610638634960657
upon,0.0005684668115699716,0.0004087072412261217,0.00015975957034384988
case,0.0003901242824499805,0.00023100844069302533,0.00015911584175695517
many,0.000780248564899961,0.0006219458018658375,0.00015830276303412355
amuse,5.5732040349997216e-05,0.00021323856063971568,0.00015750652028971845
recollect,5.5732040349997216e-05,0.00021323856063971568,0.00015750652028971845
ride,5.5732040349997216e-05,0.00021323856063971568,0.00015750652028971845
persuade,5.5732040349997216e-05,0.00021323856063971568,0.00015750652028971845
constant,5.5732040349997216e-05,0.00021323856063971568,0.00015750652028971845
works,0.0004124170985899794,0.0005686361617059085,0.00015621906311592913
water,0.0006353452599899682,0.0004797867614393603,0.0001555584985506079
second,0.0005461739954299727,0.0003909373611728121,0.00015523663425716058
stop,0.00011146408069999443,0.0002665482007996446,0.0001550841200996502
sprang,0.00011146408069999443,0.0002665482007996446,0.0001550841200996502
agreement,0.00020063534525998996,0.00035539760106619283,0.00015476225580620287
foundation,0.0002898066098199855,0.000444247001332741,0.00015444039151275548
afterwards,0.0002898066098199855,0.000444247001332741,0.00015444039151275548
fancy,0.0002898066098199855,0.000444247001332741,0.00015444039151275548
wait,0.0002898066098199855,0.000444247001332741,0.00015444039151275548
expression,0.0002898066098199855,0.000444247001332741,0.00015444039151275548
stand,0.0002898066098199855,0.000444247001332741,0.00015444039151275548
said,0.006509502312879675,0.006663705019991115,0.00015420270711144057
help,0.0004681491389399766,0.0006219458018658375,0.00015379666292586084
pray,7.80248564899961e-05,0.00023100844069302533,0.00015298358420302925
begin,7.80248564899961e-05,0.00023100844069302533,0.00015298358420302925
pushed,7.80248564899961e-05,0.00023100844069302533,0.00015298358420302925
chair,0.0007356629326199632,0.000888494002665482,0.00015283107004551873
dying,0.00016719612104999163,0.0003198578409595735,0.00015266171990958188
speaking,0.0004012706905199799,0.00024877832074633494,0.00015249236977364497
pretty,0.00025636738560998716,0.0004087072412261217,0.00015233985561613456
ready,0.00034553865016998274,0.0004975566414926699,0.00015201799132268714
lady,0.0010923479908599453,0.001243891603731675,0.00015154361287172957
latch,4.458563227999777e-05,0.00019546868058640605,0.00015088304830640828
quick,0.0001337568968399933,0.00028431808085295425,0.00015056118401296094
aloud,0.0001337568968399933,0.00028431808085295425,0.00015056118401296094
beneath,0.0001337568968399933,0.00028431808085295425,0.00015056118401296094
expected,0.00043470991472997826,0.00028431808085295425,0.000150391833877024
mouth,0.00022292816139998886,0.00037316748111950246,0.0001502393197195136
breath,0.00022292816139998886,0.00037316748111950246,0.0001502393197195136
slight,0.00010031767262999498,0.00024877832074633494,0.00014846064811633995
determined,0.00010031767262999498,0.00024877832074633494,0.00014846064811633995
aspect,0.00018948893718999052,0.00033762772101288314,0.00014813878382289263
forgive,0.00018948893718999052,0.00033762772101288314,0.00014813878382289263
listen,0.00037897787437998103,0.00023100844069302533,0.0001479694336869557
aid,0.00037897787437998103,0.00023100844069302533,0.0001479694336869557
desire,0.0002786602017499861,0.00042647712127943135,0.00014781691952944526
tears,0.0003678314663099816,0.0005153265215459796,0.00014749505523599794
place,0.00120381207155994,0.0013505108840515326,0.00014669881249159268
towards,0.0006353452599899682,0.0007818747223456242,0.000146529462355656
continue,6.687844841999666e-05,0.00021323856063971568,0.00014636011221971903
knife,6.687844841999666e-05,0.00021323856063971568,0.00014636011221971903
visits,6.687844841999666e-05,0.00021323856063971568,0.00014636011221971903
curate,6.687844841999666e-05,0.00021323856063971568,0.00014636011221971903
altogether,6.687844841999666e-05,0.00021323856063971568,0.00014636011221971903
outside,0.0001560497129799922,0.0003020879609062639,0.0001460382479262717
fair,0.0004124170985899794,0.0002665482007996446,0.00014586889779033476
ought,0.0004124170985899794,0.0002665482007996446,0.00014586889779033476
soft,0.0004124170985899794,0.0002665482007996446,0.00014586889779033476
filled,0.0004124170985899794,0.0002665482007996446,0.00014586889779033476
country,0.00024522097753998775,0.0003909373611728121,0.00014571638363282435
winter,0.00024522097753998775,0.0003909373611728121,0.00014571638363282435
wind,0.0005350275873599733,0.0003909373611728121,0.00014409022618716116
hated,0.00012261048876999387,0.0002665482007996446,0.00014393771202965075
nonsense,0.00012261048876999387,0.0002665482007996446,0.00014393771202965075
suffer,0.00021178175332998942,0.00035539760106619283,0.0001436158477362034
rise,0.00035668505823998215,0.00021323856063971568,0.00014344649760026647
spare,8.917126455999554e-05,0.00023100844069302533,0.00014183717613302978
possible,0.00017834252911999108,0.0003198578409595735,0.00014151531183958244
rain,0.0003901242824499805,0.00024877832074633494,0.00014134596170364556
dream,0.0003901242824499805,0.00024877832074633494,0.00014134596170364556
cannot,0.0015270579055899236,0.001386050644158152,0.0001410072614317717
arms,0.00060190603577997,0.00046201688138605067,0.00013988915439391928
threw,0.00014490330490999275,0.00028431808085295425,0.0001394147759429615
conversation,0.00042356350665997885,0.00028431808085295425,0.0001392454258070246
creature,0.0002340745694699883,0.00037316748111950246,0.00013909291164951416
broke,0.00033439224209998327,0.00019546868058640605,0.00013892356151357722
asked,0.0017276932508499135,0.0018658374055975121,0.00013814415474759862
chapter,0.0005015883631499749,0.000639715681919147,0.00013812731876917212
behind,0.0006353452599899682,0.0004975566414926699,0.00013778861849729832
drink,0.00011146408069999443,0.00024877832074633494,0.0001373142400463405
anguish,0.00011146408069999443,0.00024877832074633494,0.0001373142400463405
avoid,0.00011146408069999443,0.00024877832074633494,0.0001373142400463405
beheld,0.00011146408069999443,0.00024877832074633494,0.0001373142400463405
charge,0.00020063534525998996,0.00033762772101288314,0.0001369923757528932
head,0.0015159114975199241,0.0016525988449577966,0.00013668734743787245
mean,0.000579613219639971,0.000444247001332741,0.00013536621830723003
revealed,7.80248564899961e-05,0.00021323856063971568,0.00013521370414971957
wept,7.80248564899961e-05,0.00021323856063971568,0.00013521370414971957
catch,7.80248564899961e-05,0.00021323856063971568,0.00013521370414971957
anger,7.80248564899961e-05,0.00021323856063971568,0.00013521370414971957
perfectly,7.80248564899961e-05,0.00021323856063971568,0.00013521370414971957
early,0.00025636738560998716,0.0003909373611728121,0.00013456997556282493
speak,0.0009140054617399543,0.0010484229231452688,0.00013441746140531452
miserable,0.0001337568968399933,0.0002665482007996446,0.0001327913039596513
seven,0.0001337568968399933,0.0002665482007996446,0.0001327913039596513
forehead,0.00034553865016998274,0.00021323856063971568,0.00013230008953026706
living,0.0004012706905199799,0.0005330964015992892,0.00013182571107930933
person,0.000579613219639971,0.0007107952021323857,0.00013118198249241464
sufficient,0.00010031767262999498,0.00023100844069302533,0.00013069076806303037
milk,0.00010031767262999498,0.00023100844069302533,0.00013069076806303037
ordered,0.00010031767262999498,0.00023100844069302533,0.00013069076806303037
exactly,0.00010031767262999498,0.00023100844069302533,0.00013069076806303037
tone,0.0004681491389399766,0.00033762772101288314,0.00013052141792709346
repeat,0.00018948893718999052,0.0003198578409595735,0.000130368903769583
reached,0.0002786602017499861,0.0004087072412261217,0.00013004703947613563
sweet,0.0005015883631499749,0.00037316748111950246,0.00012842088203047244
must,0.0035222649501198237,0.003394047090182141,0.0001282178599376826
usual,0.0004124170985899794,0.00028431808085295425,0.00012809901773702513
less,0.0005127347712199743,0.000639715681919147,0.0001269809106991727
quit,0.00012261048876999387,0.00024877832074633494,0.00012616783197634106
desired,0.00012261048876999387,0.00024877832074633494,0.00012616783197634106
trying,0.00012261048876999387,0.00024877832074633494,0.00012616783197634106
journey,0.00021178175332998942,0.00033762772101288314,0.00012584596768289372
hills,0.00021178175332998942,0.00033762772101288314,0.00012584596768289372
rich,0.00035668505823998215,0.00023100844069302533,0.00012567661754695682
sun,0.00035668505823998215,0.00023100844069302533,0.00012567661754695682
afraid,0.0003901242824499805,0.0005153265215459796,0.00012520223909599906
seen,0.0008359806052499582,0.0007107952021323857,0.00012518540311757251
call,0.000479295547009976,0.0006041759218125278,0.00012488037480255174
eagerly,8.917126455999554e-05,0.00021323856063971568,0.00012406729607972015
cheeks,8.917126455999554e-05,0.00021323856063971568,0.00012406729607972015
beyond,0.000479295547009976,0.00035539760106619283,0.0001238979459437832
body,0.00014490330490999275,0.0002665482007996446,0.00012164489588965187
instant,0.00014490330490999275,0.0002665482007996446,0.00012164489588965187
aware,0.0002340745694699883,0.00035539760106619283,0.00012132303159620452
along,0.00033439224209998327,0.00021323856063971568,0.00012115368146026759
means,0.00032324583402998386,0.000444247001332741,0.00012100116730275713
tea,0.0004124170985899794,0.0005330964015992892,0.00012067930300930986
stones,0.00011146408069999443,0.00023100844069302533,0.0001195443599930309
meeting,0.00011146408069999443,0.00023100844069302533,0.0001195443599930309
anxious,0.00011146408069999443,0.00023100844069302533,0.0001195443599930309
pleasant,0.0003678314663099816,0.00024877832074633494,0.00011905314556364668
meet,0.0003678314663099816,0.00024877832074633494,0.00011905314556364668
tried,0.0002898066098199855,0.0004087072412261217,0.00011890063140613621
close,0.000579613219639971,0.00046201688138605067,0.00011759633825392035
started,0.00016719612104999163,0.00028431808085295425,0.00011712195980296262
ear,0.0004012706905199799,0.00028431808085295425,0.00011695260966702566
days,0.0007913949729699604,0.0006752554420257663,0.00011613953094419412
short,0.0005238811792899738,0.0004087072412261217,0.00011517393806385212
terror,0.0001337568968399933,0.00024877832074633494,0.00011502142390634162
front,0.00043470991472997826,0.0003198578409595735,0.00011485207377040475
chance,0.00022292816139998886,0.00033762772101288314,0.00011469955961289428
obliged,0.00022292816139998886,0.00033762772101288314,0.00011469955961289428
end,0.0006464916680599677,0.0005330964015992892,0.00011339526646067847
agony,0.00010031767262999498,0.00021323856063971568,0.0001129208880097207
knees,0.00010031767262999498,0.00021323856063971568,0.0001129208880097207
anybody,0.00010031767262999498,0.00021323856063971568,0.0001129208880097207
stayed,0.00018948893718999052,0.0003020879609062639,0.00011259902371627337
kept,0.0005461739954299727,0.0006574855619724567,0.00011131156654248405
cheerful,0.0001560497129799922,0.0002665482007996446,0.00011049848781965243
meant,0.0001560497129799922,0.0002665482007996446,0.00011049848781965243
occasion,0.0001560497129799922,0.0002665482007996446,0.00011049848781965243
immediately,0.00024522097753998775,0.00035539760106619283,0.00011017662352620508
mad,0.00024522097753998775,0.00035539760106619283,0.00011017662352620508
months,0.00033439224209998327,0.000444247001332741,0.00010985475923275771
world,0.0008917126455999555,0.0007818747223456242,0.00010983792325433128
trouble,0.00042356350665997885,0.0005330964015992892,0.0001095328949393104
opened,0.0007133701164799643,0.0006041759218125278,0.00010919419466743653
dead,0.00060190603577997,0.0007107952021323857,0.00010888916635241571
earnest,0.00012261048876999387,0.00023100844069302533,0.00010839795192303146
single,0.00021178175332998942,0.0003198578409595735,0.00010807608762958409
whether,0.0008694198294599565,0.0009773434029320303,0.00010792357347207376
husband,0.0003901242824499805,0.0004975566414926699,0.00010743235904268938
following,0.00017834252911999108,0.00028431808085295425,0.00010597555173296318
ears,0.00017834252911999108,0.00028431808085295425,0.00010597555173296318
twice,0.00017834252911999108,0.00028431808085295425,0.00010597555173296318
bent,0.0003901242824499805,0.00028431808085295425,0.00010580620159702625
demanded,0.0002675137936799866,0.00037316748111950246,0.00010565368743951583
word,0.000958591094019952,0.0008529542425588627,0.00010563685146108934
nothing,0.0018503037396199074,0.0019546868058640606,0.00010438306624415317
happy,0.00060190603577997,0.0004975566414926699,0.00010434939428730008
evil,0.00014490330490999275,0.00024877832074633494,0.00010387501583634218
weather,0.00014490330490999275,0.00024877832074633494,0.00010387501583634218
cruel,0.00014490330490999275,0.00024877832074633494,0.00010387501583634218
sorrow,0.00014490330490999275,0.00024877832074633494,0.00010387501583634218
understand,0.00033439224209998327,0.00023100844069302533,0.00010338380140695794
hours,0.0004124170985899794,0.0005153265215459796,0.00010290942295600018
shoulders,0.00011146408069999443,0.00021323856063971568,0.00010177447993972124
glance,0.00045700273086997714,0.00035539760106619283,0.00010160512980378431
changed,0.00020063534525998996,0.0003020879609062639,0.00010145261564627393
kindness,0.00020063534525998996,0.0003020879609062639,0.00010145261564627393
deal,0.0003678314663099816,0.0002665482007996446,0.000101283265510337
suddenly,0.0003678314663099816,0.0002665482007996446,0.000101283265510337
approached,0.0003678314663099816,0.0002665482007996446,0.000101283265510337
years,0.0009362982778799532,0.0008351843625055531,0.00010111391537440009
twenty,0.00037897787437998103,0.0004797867614393603,0.00010080888705937927
hope,0.0008471270133199577,0.0007463349622390049,0.00010079205108095277
donations,0.00016719612104999163,0.0002665482007996446,9.935207974965299e-05
murmured,0.00016719612104999163,0.0002665482007996446,9.935207974965299e-05
subject,0.00034553865016998274,0.000444247001332741,9.870835116275825e-05
family,0.00043470991472997826,0.0005330964015992892,9.838648686931098e-05
reflection,0.0001337568968399933,0.00023100844069302533,9.725154385303202e-05
discover,0.0001337568968399933,0.00023100844069302533,9.725154385303202e-05
roof,0.00022292816139998886,0.0003198578409595735,9.692967955958465e-05
earth,0.0003120994259599844,0.0004087072412261217,9.660781526613733e-05
held,0.0004904419550799755,0.0005864060417592181,9.596408667924259e-05
rest,0.0007356629326199632,0.000639715681919147,9.594725070081621e-05
either,0.0007356629326199632,0.000639715681919147,9.594725070081621e-05
idea,0.0005573204034999722,0.00046201688138605067,9.530352211392152e-05
bare,0.00010031767262999498,0.00019546868058640605,9.515100795641107e-05
brought,0.0007579557487599621,0.0008529542425588627,9.499849379890064e-05
attempt,0.00018948893718999052,0.00028431808085295425,9.482914366296374e-05
thing,0.0008471270133199577,0.0009418036428254109,9.467662950545322e-05
money,0.00037897787437998103,0.00028431808085295425,9.465979352702678e-05
removed,0.0002786602017499861,0.00037316748111950246,9.450727936951637e-05
heaven,0.0003678314663099816,0.00046201688138605067,9.418541507606905e-05
soul,0.00045700273086997714,0.0005508662816525988,9.386355078262168e-05
please,0.00045700273086997714,0.0005508662816525988,9.386355078262168e-05
present,0.0007245165245499638,0.0008174144824522434,9.289795790227962e-05
permission,0.0001560497129799922,0.00024877832074633494,9.272860776634274e-05
aside,0.0001560497129799922,0.00024877832074633494,9.272860776634274e-05
sunshine,0.0001560497129799922,0.00024877832074633494,9.272860776634274e-05
write,0.0001560497129799922,0.00024877832074633494,9.272860776634274e-05
literary,0.0001560497129799922,0.00024877832074633494,9.272860776634274e-05
thrust,0.0001560497129799922,0.00024877832074633494,9.272860776634274e-05
states,0.0001560497129799922,0.00024877832074633494,9.272860776634274e-05
fixed,0.00024522097753998775,0.00033762772101288314,9.24067434728954e-05
proceeded,0.00032324583402998386,0.00023100844069302533,9.223739333695852e-05
terms,0.00033439224209998327,0.00042647712127943135,9.208487917944808e-05
die,0.00042356350665997885,0.0005153265215459796,9.176301488600071e-05
least,0.0008025413810399598,0.0007107952021323857,9.174617890757417e-05
horror,0.00012261048876999387,0.00021323856063971568,9.06280718697218e-05
strike,0.00012261048876999387,0.00021323856063971568,9.06280718697218e-05
grow,0.00012261048876999387,0.00021323856063971568,9.06280718697218e-05
buried,0.00012261048876999387,0.00021323856063971568,9.06280718697218e-05
excuse,0.00012261048876999387,0.00021323856063971568,9.06280718697218e-05
consent,0.00012261048876999387,0.00021323856063971568,9.06280718697218e-05
scene,0.00035668505823998215,0.0002665482007996446,9.013685744033753e-05
wanted,0.0005684668115699716,0.0004797867614393603,8.86800501306113e-05
endure,0.00017834252911999108,0.0002665482007996446,8.820567167965355e-05
grief,0.00017834252911999108,0.0002665482007996446,8.820567167965355e-05
twelve,0.00017834252911999108,0.0002665482007996446,8.820567167965355e-05
died,0.0002675137936799866,0.00035539760106619283,8.78838073862062e-05
sick,0.0002675137936799866,0.00035539760106619283,8.78838073862062e-05
answer,0.000958591094019952,0.0008707241226121724,8.786697140777966e-05
thank,0.000300953017889985,0.00021323856063971568,8.77144572502693e-05
passing,0.000300953017889985,0.00021323856063971568,8.77144572502693e-05
part,0.0006910773003399655,0.0006041759218125278,8.690137852743771e-05
kind,0.0006241988519199688,0.0007107952021323857,8.659635021241688e-05
org,0.00014490330490999275,0.00023100844069302533,8.610513578303258e-05
lip,0.00014490330490999275,0.00023100844069302533,8.610513578303258e-05
archive,0.00014490330490999275,0.00023100844069302533,8.610513578303258e-05
existence,0.00042356350665997885,0.00033762772101288314,8.59357856470957e-05
apartment,0.0002340745694699883,0.0003198578409595735,8.578327148958521e-05
fall,0.0002340745694699883,0.0003198578409595735,8.578327148958521e-05
sleep,0.0004124170985899794,0.0004975566414926699,8.51395429026905e-05
received,0.0005461739954299727,0.00046201688138605067,8.4157114043922e-05
deep,0.0005461739954299727,0.00046201688138605067,8.4157114043922e-05
imagined,0.00011146408069999443,0.00019546868058640605,8.400459988641161e-05
consequence,0.00011146408069999443,0.00019546868058640605,8.400459988641161e-05
five,0.00045700273086997714,0.00037316748111950246,8.383524975047468e-05
love,0.0016831076185699159,0.0015992892047978675,8.381841377204835e-05
age,0.0003678314663099816,0.00028431808085295425,8.351338545702737e-05
library,0.0002898066098199855,0.00037316748111950246,8.336087129951695e-05
laugh,0.00037897787437998103,0.00046201688138605067,8.303900700606964e-05
matter,0.0004681491389399766,0.0005508662816525988,8.271714271262221e-05
hair,0.0007579557487599621,0.0006752554420257663,8.270030673419577e-05
fast,0.0004904419550799755,0.0004087072412261217,8.173471385385377e-05
copyright,0.00016719612104999163,0.00024877832074633494,8.15821996963433e-05
keeping,0.00016719612104999163,0.00024877832074633494,8.15821996963433e-05
distance,0.0004012706905199799,0.0003198578409595735,8.14128495604064e-05
caught,0.00025636738560998716,0.00033762772101288314,8.126033540289599e-05
beautiful,0.0003120994259599844,0.00023100844069302533,8.109098526695905e-05
try,0.00034553865016998274,0.00042647712127943135,8.093847110944862e-05
read,0.0007913949729699604,0.0007107952021323857,8.059977083757475e-05
paragraph,0.0001337568968399933,0.00021323856063971568,7.948166379972236e-05
reflected,0.0001337568968399933,0.00021323856063971568,7.948166379972236e-05
foot,0.00034553865016998274,0.0002665482007996446,7.899044937033811e-05
four,0.0004012706905199799,0.0004797867614393603,7.851607091938039e-05
never,0.003277043972579836,0.003198578409595735,7.846556298410096e-05
glad,0.0004904419550799755,0.0005686361617059085,7.819420662593302e-05
suppose,0.0007356629326199632,0.0006574855619724567,7.817737064750652e-05
change,0.0004681491389399766,0.0003909373611728121,7.721177776716452e-05
surprise,0.00018948893718999052,0.0002665482007996446,7.70592636096541e-05
beginning,0.00018948893718999052,0.0002665482007996446,7.70592636096541e-05
mine,0.0008471270133199577,0.0009240337627721013,7.690674945214364e-05
six,0.0002786602017499861,0.00035539760106619283,7.673739931620674e-05
wrong,0.0002786602017499861,0.00035539760106619283,7.673739931620674e-05
walked,0.0003678314663099816,0.000444247001332741,7.641553502275936e-05
evening,0.0010254695424399486,0.0011017325633051976,7.626302086524901e-05
really,0.00045700273086997714,0.0005330964015992892,7.60936707293121e-05
neither,0.0006353452599899682,0.0007107952021323857,7.544994214241747e-05
features,0.0005015883631499749,0.00042647712127943135,7.511124187054355e-05
intention,0.0001560497129799922,0.00023100844069302533,7.495872771303314e-05
frequently,0.0001560497129799922,0.00023100844069302533,7.495872771303314e-05
property,0.0001560497129799922,0.00023100844069302533,7.495872771303314e-05
writing,0.0001560497129799922,0.00023100844069302533,7.495872771303314e-05
dry,0.0001560497129799922,0.00023100844069302533,7.495872771303314e-05
object,0.00024522097753998775,0.0003198578409595735,7.463686341958577e-05
follow,0.00024522097753998775,0.0003198578409595735,7.463686341958577e-05
saying,0.00032324583402998386,0.00024877832074633494,7.446751328364892e-05
gave,0.0008917126455999555,0.0008174144824522434,7.429816314771201e-05
spoke,0.0005127347712199743,0.0005864060417592181,7.367127053924376e-05
ask,0.0007133701164799643,0.000639715681919147,7.365443456081727e-05
supposed,0.00012261048876999387,0.00019546868058640605,7.285819181641217e-05
opposite,0.00012261048876999387,0.00019546868058640605,7.285819181641217e-05
away,0.0016719612104999163,0.0015992892047978675,7.267200570204883e-05
license,0.00021178175332998942,0.00028431808085295425,7.253632752296483e-05
asleep,0.00021178175332998942,0.00028431808085295425,7.253632752296483e-05
certainly,0.00035668505823998215,0.00028431808085295425,7.23669773870279e-05
parlour,0.000300953017889985,0.00037316748111950246,7.221446322951749e-05
children,0.000479295547009976,0.0005508662816525988,7.15707346426228e-05
remember,0.0005684668115699716,0.0004975566414926699,7.091017007730173e-05
hard,0.0005684668115699716,0.0004975566414926699,7.091017007730173e-05
hastened,0.00017834252911999108,0.00024877832074633494,7.043579162634386e-05
warm,0.0002675137936799866,0.00033762772101288314,7.011392733289652e-05
miles,0.000300953017889985,0.00023100844069302533,6.994457719695964e-05
wall,0.00035668505823998215,0.00042647712127943135,6.97920630394492e-05
book,0.00060190603577997,0.0005330964015992892,6.88096341806807e-05
quitted,0.00014490330490999275,0.00021323856063971568,6.833525572972292e-05
trees,0.00042356350665997885,0.00035539760106619283,6.816590559378602e-05
appearance,0.0002340745694699883,0.0003020879609062639,6.801339143627558e-05
gaze,0.0002340745694699883,0.0003020879609062639,6.801339143627558e-05
generally,0.0002340745694699883,0.0003020879609062639,6.801339143627558e-05
shook,0.00033439224209998327,0.0002665482007996446,6.784404130033865e-05
last,0.0019506214122499024,0.0018836072856508218,6.701412659908062e-05
longer,0.0005461739954299727,0.0004797867614393603,6.638723399061237e-05
state,0.00045700273086997714,0.0003909373611728121,6.606536969716505e-05
hearing,0.00020063534525998996,0.0002665482007996446,6.591285553965467e-05
shame,0.00020063534525998996,0.0002665482007996446,6.591285553965467e-05
peace,0.00020063534525998996,0.0002665482007996446,6.591285553965467e-05
putting,0.00020063534525998996,0.0002665482007996446,6.591285553965467e-05
touched,0.00020063534525998996,0.0002665482007996446,6.591285553965467e-05
key,0.00020063534525998996,0.0002665482007996446,6.591285553965467e-05
believe,0.0007579557487599621,0.000693025322079076,6.493042668088609e-05
within,0.0006687844841999665,0.0006041759218125278,6.460856238743877e-05
perceived,0.00016719612104999163,0.00023100844069302533,6.38123196430337e-05
handsome,0.0004012706905199799,0.00033762772101288314,6.364296950709677e-05
want,0.0009697375020899515,0.0009062638827187917,6.347361937115981e-05
led,0.0003120994259599844,0.00024877832074633494,6.332110521364945e-05
pity,0.00034553865016998274,0.0004087072412261217,6.316859105613898e-05
lost,0.00034553865016998274,0.0004087072412261217,6.316859105613898e-05
sitting,0.00043470991472997826,0.0004975566414926699,6.284672676269161e-05
fire,0.001359861784539932,0.0012972012438916037,6.266054064832816e-05
ran,0.0005238811792899738,0.0005864060417592181,6.252486246924424e-05
past,0.00043470991472997826,0.00037316748111950246,6.15424336104758e-05
spring,0.00022292816139998886,0.00028431808085295425,6.138991945296539e-05
evidently,0.00022292816139998886,0.00028431808085295425,6.138991945296539e-05
drew,0.0004904419550799755,0.0005508662816525988,6.042432657262333e-05
silent,0.0004681491389399766,0.0004087072412261217,5.944189771385489e-05
windows,0.00018948893718999052,0.00024877832074633494,5.928938355634442e-05
ease,0.00018948893718999052,0.00024877832074633494,5.928938355634442e-05
clothes,0.00018948893718999052,0.00024877832074633494,5.928938355634442e-05
three,0.0010366159505099482,0.0009773434029320303,5.9272547577917875e-05
first,0.0020843783090898956,0.002025766326077299,5.861198301259675e-05
things,0.0007691021568299616,0.0007107952021323857,5.8306954697575925e-05
see,0.0030875550353898456,0.0031452687694358064,5.771373404596077e-05
mother,0.0006353452599899682,0.000693025322079076,5.7680062089107784e-05
faces,0.0001560497129799922,0.00021323856063971568,5.718884765972348e-05
copy,0.0001560497129799922,0.00021323856063971568,5.718884765972348e-05
descended,0.0001560497129799922,0.00021323856063971568,5.718884765972348e-05
merely,0.0001560497129799922,0.00021323856063971568,5.718884765972348e-05
top,0.00024522097753998775,0.0003020879609062639,5.686698336627614e-05
leaving,0.00024522097753998775,0.0003020879609062639,5.686698336627614e-05
seek,0.00042356350665997885,0.0004797867614393603,5.622325477938145e-05
came,0.001939475004179903,0.0018836072856508218,5.5867718529081095e-05
laid,0.0005350275873599733,0.0004797867614393603,5.5240825920612954e-05
clock,0.0005350275873599733,0.0004797867614393603,5.5240825920612954e-05
expect,0.00021178175332998942,0.0002665482007996446,5.47664474696552e-05
secret,0.00021178175332998942,0.0002665482007996446,5.47664474696552e-05
pocket,0.00021178175332998942,0.0002665482007996446,5.47664474696552e-05
fellow,0.000300953017889985,0.00035539760106619283,5.4444583176207855e-05
impossible,0.0002675137936799866,0.00021323856063971568,5.427523304027095e-05
instantly,0.0002675137936799866,0.00021323856063971568,5.427523304027095e-05
people,0.0007468093406899626,0.0007996446023989338,5.283526170897111e-05
fond,0.00017834252911999108,0.00023100844069302533,5.266591157303426e-05
comes,0.00017834252911999108,0.00023100844069302533,5.266591157303426e-05
ordinary,0.00017834252911999108,0.00023100844069302533,5.266591157303426e-05
pursued,0.00017834252911999108,0.00023100844069302533,5.266591157303426e-05
presently,0.0003901242824499805,0.00033762772101288314,5.2496561437097354e-05
half,0.0014936186813799253,0.0015459795646379387,5.236088325801338e-05
cross,0.0002675137936799866,0.0003198578409595735,5.234404727958689e-05
discovered,0.0002675137936799866,0.0003198578409595735,5.234404727958689e-05
affection,0.000300953017889985,0.00024877832074633494,5.217469714365004e-05
steps,0.000300953017889985,0.00024877832074633494,5.217469714365004e-05
grave,0.00035668505823998215,0.0004087072412261217,5.202218298613957e-05
used,0.0005350275873599733,0.0005864060417592181,5.137845439924483e-05
lord,0.00014490330490999275,0.00019546868058640605,5.056537567641329e-05
meal,0.00014490330490999275,0.00019546868058640605,5.056537567641329e-05
retired,0.00014490330490999275,0.00019546868058640605,5.056537567641329e-05
